id,genericName,brandName,country,expiryDate,schedule,importerName,importerId,aliases
TEUIHYABFPy-ZFU4AEic,DULOXETINE HYDROCHLORIDE DELAYED RELEASE CAPSULES 20MG,DUTIN 20,INDIA,13 Aug 2022,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
TUUIHYABFPy-ZFU4AEic,DULOXETINE HYDROCHLORIDE DELAYED RELEASE CAPSULES 60MG,DUTIN 60,INDIA,13 Aug 2022,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
TkUIHYABFPy-ZFU4AEic,EFAVIRENZ TABLETS 600MG,ESTIVA,INDIA,24 Sep 2022,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
T0UIHYABFPy-ZFU4AEic,EMTRICITABINE TENOFOVIR DISOPROXIL FUMARATE TABLETS 200MG & 300MG,TENOF EM,INDIA,07 Jun 2022,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
UEUIHYABFPy-ZFU4AEic,ESCITALOPRAM TABLETS 20MG,EC-PRAM 20,INDIA,01 Jul 2022,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
UUUIHYABFPy-ZFU4AEic,ESCITALOPRAM TABLETS 5MG,EC-PRAM 5,INDIA,01 Jul 2022,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
UkUIHYABFPy-ZFU4AEic,ESOMEPRAZOLE CAPSULES 20MG,NEXPRAZOLE,PAKISTAN,13 Sep 2024,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
U0UIHYABFPy-ZFU4AEic,ESOMEPRAZOLE GASTRO RESISTANT 40MG,YESOM 40,INDIA,30 Jan 2023,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
VEUIHYABFPy-ZFU4AEic,FACTOR IX COMPLEX 500IU/5ML,PROFILININE 500IU,UNITED STATES,05 Jun 2025,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
VUUIHYABFPy-ZFU4AEic,FLUNARIZINE TABLETS 5MG,DONARIZINE 5,INDIA,15 Sep 2024,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
VkUIHYABFPy-ZFU4AEic,FUSIDIC ACID 2% + HYDROCORTISONE ACETATE 1%,DISUF-H,MALAYSIA,24 Aug 2022,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
V0UIHYABFPy-ZFU4AEic,FUSIDIC ACID CREAM BP 2% W/W,DISUF CREAM,MALAYSIA,13 Aug 2022,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
WEUIHYABFPy-ZFU4AEic,GLICLAZIDE TABLETS B.P 80MG,GLIMICRON 80,MALAYSIA,16 Feb 2025,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
WUUIHYABFPy-ZFU4AEic,HUMAN ALBUMIN SOLUTION 5% USP,ALBUTEIN,UNITED STATES,31 Aug 2023,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
WkUIHYABFPy-ZFU4AEic,HUMAN ALBUMIN SOLUTION FOR INJECTION USP 20%,ALBUTEIN 20%,UNITED STATES,26 Dec 2023,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
W0UIHYABFPy-ZFU4AEic,KETOCONAZOLE SHAMPOO 2% W/V,KETOVIT SHAMPOO 2%,MALAYSIA,21 Oct 2022,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
XEUIHYABFPy-ZFU4AEic,LAMIVUDINE 150MG+ZIDOVUDINE 300MG+NEVIRAPINE 200MG TABLETS,ZIDOLAM-N,INDIA,06 Feb 2023,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
XUUIHYABFPy-ZFU4AEic,LEVOCETIRIZINE DIHYDROCHLORIDE TABLETS 5MG,LAZINE,INDIA,16 Aug 2023,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
XkUIHYABFPy-ZFU4AEic,LOPINAVIR 200MG & RITONAVIR 50MG TABLETS,RITOCOM,INDIA,21 Jun 2023,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
X0UIHYABFPy-ZFU4AEic,LORATADINE TABLETS 10MG,LORATYN,MALAYSIA,02 Dec 2022,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
YEUIHYABFPy-ZFU4AEic,METFORMIN TABLETS BP 500MG,DIABETMIN 500,MALAYSIA,27 Jan 2025,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
YUUIHYABFPy-ZFU4AEic,METFORMIN TABLETS BP 850MG,DIABETMIN 850,MALAYSIA,22 Jun 2025,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
YkUIHYABFPy-ZFU4AEic,MICONAZOLE NITRATE CREAM B.P 2%,TINAZOLE CREAM,MALAYSIA,31 May 2022,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
Y0UIHYABFPy-ZFU4AEic,NEVIRAPINE TABLETS USP 200MG,NEVIVIR,INDIA,23 Jan 2023,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
ZEUIHYABFPy-ZFU4AEic,NICORANDIL TABLETS BP 20MG,IKODIL,PAKISTAN,30 Jan 2023,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
ZUUIHYABFPy-ZFU4AEic,OSELTAMIVIR CAPSULES USP 75MG,FLUVIR,INDIA,29 Jun 2025,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
ZkUIHYABFPy-ZFU4AEic,PREGABALIN CAPSULES 100MG,PREGA 100,INDIA,12 Sep 2024,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
Z0UIHYABFPy-ZFU4AEic,ROSUVASTATIN TABLETS 20MG,ROST 20,INDIA,09 Dec 2022,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
aEUIHYABFPy-ZFU4AEic,SIMVASTATIN TABLETS 20MG,ZOCOR,PAKISTAN,02 Jul 2022,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
aUUIHYABFPy-ZFU4AEic,TELMISARTAN TABLETS 40MG,TELSAR 40,INDIA,16 Sep 2022,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
akUIHYABFPy-ZFU4AEic,TOPIRAMATE TABLETS 25MG,TOMIGRAINE,PAKISTAN,10 Feb 2023,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
a0UIHYABFPy-ZFU4AEic,TOPIRAMATE TABLETS USP 25MG,TOMIGRAINE,PAKISTAN,10 Feb 2023,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
bEUIHYABFPy-ZFU4AEic,ZIDOVUDINE TABLETS USP 300MG,ZIDO-H,INDIA,24 Aug 2022,II B,Mansel (Ceylon) (Pvt) Ltd,TWFuc2VsIChDZXlsb24pIChQdnQpIEx0ZA==,
bUUIHYABFPy-ZFU4AEic,ALLOPURINOL TABLETS BP 100MG,HILAC,INDIA,01 May 2024,II B,MAPS Pharma (Pvt) Ltd,TUFQUyBQaGFybWEgKFB2dCkgTHRk,
bkUIHYABFPy-ZFU4AEic,AMITRIPTYLINE HYDROCHLORIDE USP 10MG,AMITHIR 10,INDIA,23 May 2025,II B,MAPS Pharma (Pvt) Ltd,TUFQUyBQaGFybWEgKFB2dCkgTHRk,
b0UIHYABFPy-ZFU4AEic,OLANZAPINE TABLETS BP 10MG,HIOLANZ 10,INDIA,28 Jun 2022,II B,MAPS Pharma (Pvt) Ltd,TUFQUyBQaGFybWEgKFB2dCkgTHRk,
cEUIHYABFPy-ZFU4AEic,ALFACALCIDOL CAPSULES 0.25MCG,ALPHADOL,INDIA,20 Jul 2022,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
cUUIHYABFPy-ZFU4AEic,AMOXYCILLIN & CLAVULANATE POTASSIUM USP 625MG,CLANOXY 625,INDIA,08 Sep 2022,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
ckUIHYABFPy-ZFU4AEic,BENDAMUSTIN HYDROCHLORIDE FOR INJECTION 100MG VIAL,BEMUSTIN,INDIA,17 Nov 2024,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
c0UIHYABFPy-ZFU4AEic,BETAMETHASONE SODIUM PHOSPHATE 0.1%+NEOMYCIN SULP 0.5% EYE/EAR DROPS,BETASOL-N,PAKISTAN,27 Sep 2025,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
dEUIHYABFPy-ZFU4AEic,BETAMETHASONE SODIUM PHOSPHATE DROPS FOR EYE/EAR 0.1%,BETASOL,PAKISTAN,27 Sep 2023,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
dUUIHYABFPy-ZFU4AEic,BEVACIZUMAB INJECTION (r-DNA Origin ) 100mg/4ml CONCENTRATE SOLUTION FOR INFUSION,ABEVMY,INDIA,26 Sep 2024,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
dkUIHYABFPy-ZFU4AEic,"CALCIUM CITRATE 1000MG+MAGNESIUM HYDROXIDE 100MG+ZINC SULPHATE 11MG , VIT D3 200MG USP",CALCIPLUS,INDIA,31 Aug 2023,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
d0UIHYABFPy-ZFU4AEic,"CARBOPLATIN INJECTION BP 10MG/ML ,45ML",KEMOCARB,INDIA,16 May 2022,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
eEUIHYABFPy-ZFU4AEic,CARBOPLATIN INJECTION BP 150MG/15ML,KEMOCARB,INDIA,16 May 2022,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
eUUIHYABFPy-ZFU4AEic,CYCLOSPORIN CAPSULES USP 100MG,PANIMUM BIORAL,INDIA,28 Jun 2022,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
ekUIHYABFPy-ZFU4AEic,FOLIC ACID TABLETS BP 1MG,F-A-One,INDIA,16 Mar 2025,II A,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
e0UIHYABFPy-ZFU4AEic,GLICLAZIDE MODIFIED REALEASE TABLETS 30MG,GLIZYM MR30,INDIA,12 Nov 2023,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
fEUIHYABFPy-ZFU4AEic,GLIMEPIRIDE TABLETS USP 1MG,GIMETAB 2,INDIA,26 Jan 2023,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
fUUIHYABFPy-ZFU4AEic,GLIMEPIRIDE TABLETS USP 2MG,GIMETAB 2,INDIA,25 Jan 2023,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
fkUIHYABFPy-ZFU4AEic,"GLUCOSAMINE CHONDROITIN,METHYL SULFONYL METHANE CALCIUM & VITAMIN D3 TABLETS",CARTIPLUS,INDIA,29 Apr 2023,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
f0UIHYABFPy-ZFU4AEic,IRON (III) HYDROXIDE POLYMALTOSE COMPLEX & Folic ACID SYRUP 50MG/5ML,CHOCOFER,INDIA,01 Sep 2022,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
gEUIHYABFPy-ZFU4AEic,LORATADINE ORAL SOLUTION USP 5MG/ML,ALLERDIN,INDIA,15 Nov 2024,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
gUUIHYABFPy-ZFU4AEic,METFORMIN HYDROCHLORIDE SUSTAINED RELEASE TABLETS IP 500MG,METLONG 500,INDIA,30 Jul 2022,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
gkUIHYABFPy-ZFU4AEic,MONTELUKAST SODIUM CHEWALBE TABLETS 5MG,MONTI 5,PAKISTAN,03 May 2023,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
g0UIHYABFPy-ZFU4AEic,MONTELUKAST SODIUM TABLETS 10MG,MONTI 10,PAKISTAN,03 May 2025,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
hEUIHYABFPy-ZFU4AEic,ORAL REHYDRATION ELECTROLYTE SOLUTION ORANGE FLAVOUR,PAEDICARE,PAKISTAN,14 Dec 2022,I,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
hUUIHYABFPy-ZFU4AEid,PREDNISOLONE SYRUP 5MG/5ML,PREDKID,INDIA,10 Jun 2022,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
hkUIHYABFPy-ZFU4AEid,ROSUVASTATIN TABLETS USP 10MG,ROSTIN 10,PAKISTAN,17 Feb 2027,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
h0UIHYABFPy-ZFU4AEid,TACROLIMUS CAPSULES 1MG,PANGRAF 1,INDIA,11 May 2022,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
iEUIHYABFPy-ZFU4AEid,TACROLIMUS CAPSULES USP 0.5MG,REGRAF,INDIA,21 May 2022,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
iUUIHYABFPy-ZFU4AEid,TACROLIMUS CAPSULES USP 1MG,REGRAF,INDIA,20 Apr 2022,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
ikUIHYABFPy-ZFU4AEid,TRASTUZUMAB FOR INJECTION 440MG (rDNA ORIGIN) POWDER FOR INJECTION,HERTRAZ 440,INDIA,04 Jul 2024,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
i0UIHYABFPy-ZFU4AEid,VALGANCICLOVIR TABLETS USP 450MG,VAGACYTE,INDIA,17 Aug 2025,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
jEUIHYABFPy-ZFU4AEid,ZINC SULPHATE SYRUP 20MG/5ML,ZINCO PLUS,PAKISTAN,01 Aug 2022,II B,Markss HLC (Pvt) Ltd,TWFya3NzIEhMQyAoUHZ0KSBMdGQ=,
jUUIHYABFPy-ZFU4AEid,ETORICOXIB TABLETS 60MG,ALGIREX 60,BANGLADESH,29 Apr 2023,II B,Medinex (Pvt) Ltd,TWVkaW5leCAoUHZ0KSBMdGQ=,
jkUIHYABFPy-ZFU4AEid,LOMEFLOXACIN EYE DROPS 3MG/ML,LYFLOX,BANGLADESH,23 Nov 2024,II B,Medinex (Pvt) Ltd,TWVkaW5leCAoUHZ0KSBMdGQ=,
j0UIHYABFPy-ZFU4AEid,LORATADINE TABLETS USP 10MG,SILORA,BANGLADESH,28 Feb 2023,II B,Medinex (Pvt) Ltd,TWVkaW5leCAoUHZ0KSBMdGQ=,
kEUIHYABFPy-ZFU4AEid,MOXIFLOXACIN EYE DROPS USP 0.5% w/w,FLUOROMOX,BANGLADESH,13 Nov 2022,II B,Medinex (Pvt) Ltd,TWVkaW5leCAoUHZ0KSBMdGQ=,
kUUIHYABFPy-ZFU4AEid,TOBRAMYCIN 0.3%W/V + DEXAMETHASASONE 0.1% W/V USP OPHTHALMIC SUSPENSION,TOMYCIN-D,BANGLADESH,30 Oct 2024,II B,Medinex (Pvt) Ltd,TWVkaW5leCAoUHZ0KSBMdGQ=,
kkUIHYABFPy-ZFU4AEid,ABIRATERONE ACETATE TABLETS USP 250MG,CELBIRA 250,INDIA,17 May 2022,II B,Medmart Pharma (Pvt) Ltd,TWVkbWFydCBQaGFybWEgKFB2dCkgTHRk,
k0UIHYABFPy-ZFU4AEid,BEVACIZUMAB INJECTION (r-DNA Origin ) 100mg/4ml CONCENTRATE SOLUTION FOR INFUSION,KRABEVA 400,INDIA,20 Jul 2022,II B,Medmart Pharma (Pvt) Ltd,TWVkbWFydCBQaGFybWEgKFB2dCkgTHRk,
lEUIHYABFPy-ZFU4AEid,CAPECITABINE TABLETS USP 500MG,XELOCEL 500,INDIA,20 Sep 2022,II B,Medmart Pharma (Pvt) Ltd,TWVkbWFydCBQaGFybWEgKFB2dCkgTHRk,
lUUIHYABFPy-ZFU4AEid,DOCETAXEL INJECTION USP 80MG/2ML,CELTERE 80,INDIA,06 Jan 2023,II B,Medmart Pharma (Pvt) Ltd,TWVkbWFydCBQaGFybWEgKFB2dCkgTHRk,
lkUIHYABFPy-ZFU4AEid,IMATINIB TABLETS 400MG,CELONIB 400,INDIA,15 Jun 2025,II B,Medmart Pharma (Pvt) Ltd,TWVkbWFydCBQaGFybWEgKFB2dCkgTHRk,
l0UIHYABFPy-ZFU4AEid,LEUPROLIDE ACETATE FOR INJECTION 3.75MG,LUPROVA 3.75,INDIA,28 Nov 2022,II B,Medmart Pharma (Pvt) Ltd,TWVkbWFydCBQaGFybWEgKFB2dCkgTHRk,
mEUIHYABFPy-ZFU4AEid,NIMOTUZUMAB (HUMANIZED ANTI EGFR MONOCLONAL ANTIBODY INJECTION 50MG/10ML,BIOMAB EGFR,INDIA,04 Sep 2022,II B,Medmart Pharma (Pvt) Ltd,TWVkbWFydCBQaGFybWEgKFB2dCkgTHRk,
mUUIHYABFPy-ZFU4AEid,OXALIPLATIN INJECTION 100MG,CELDACH,INDIA,16 Jun 2023,II B,Medmart Pharma (Pvt) Ltd,TWVkbWFydCBQaGFybWEgKFB2dCkgTHRk,
mkUIHYABFPy-ZFU4AEid,PACLITAXEL INJECTION 260MG/43.4ML,CELTAX 260,INDIA,10 Jan 2025,II B,Medmart Pharma (Pvt) Ltd,TWVkbWFydCBQaGFybWEgKFB2dCkgTHRk,
m0UIHYABFPy-ZFU4AEid,PEMETREXED FOR INJECTION 100MG,PREXX 100,INDIA,21 May 2022,II B,Medmart Pharma (Pvt) Ltd,TWVkbWFydCBQaGFybWEgKFB2dCkgTHRk,
nEUIHYABFPy-ZFU4AEid,TEMOZOLOMIDE CAPSULES 100MG,TEMOLON,INDIA,18 Sep 2022,II B,Medmart Pharma (Pvt) Ltd,TWVkbWFydCBQaGFybWEgKFB2dCkgTHRk,
nUUIHYABFPy-ZFU4AEid,TEMOZOLOMIDE CAPSULES 250MG,TEMOLON,INDIA,18 Sep 2022,II B,Medmart Pharma (Pvt) Ltd,TWVkbWFydCBQaGFybWEgKFB2dCkgTHRk,
nkUIHYABFPy-ZFU4AEid,TRASTUZUMAB FOR INJECTION 440MG (rDNA ORIGIN) POWDER FOR INJECTION,CANMAB 440,INDIA,24 Jul 2024,II B,Medmart Pharma (Pvt) Ltd,TWVkbWFydCBQaGFybWEgKFB2dCkgTHRk,
n0UIHYABFPy-ZFU4AEid,TRASTUZUMAB FOR INJECTION 440MG (rDNA ORIGIN) POWDER FOR INJECTION,CANMAB 440,INDIA,24 Jul 2024,II B,Medmart Pharma (Pvt) Ltd,TWVkbWFydCBQaGFybWEgKFB2dCkgTHRk,
oEUIHYABFPy-ZFU4AEid,ZOLEDRONIC ACID INJECTION 4MG,CELDRON 4,INDIA,10 May 2023,II B,Medmart Pharma (Pvt) Ltd,TWVkbWFydCBQaGFybWEgKFB2dCkgTHRk,
oUUIHYABFPy-ZFU4AEid,ITRACONAZOLE CAPSULES 100MG,ITRAPELL,INDIA,23 Apr 2022,II B,Medstar Healthcare (Pvt) Ltd,TWVkc3RhciBIZWFsdGhjYXJlIChQdnQpIEx0ZA==,
okUIHYABFPy-ZFU4AEid,THEOPHYLLINE EXTENDED RELEASE CAPSULES USP 200MG,PELLPHYLLINE SR 200,INDIA,23 Apr 2022,II B,Medstar Healthcare (Pvt) Ltd,TWVkc3RhciBIZWFsdGhjYXJlIChQdnQpIEx0ZA==,
o0UIHYABFPy-ZFU4AEid,ACECLOFENAC TABLETS 100MG,APITAC,BANGLADESH,05 Sep 2024,II B,Mega Pharma (Pvt) Ltd,TWVnYSBQaGFybWEgKFB2dCkgTHRk,
pEUIHYABFPy-ZFU4AEid,ADAPALENE GEL BP 0.1% W/W,ADIPIN,INDIA,13 Aug 2025,II B,Mega Pharma (Pvt) Ltd,TWVnYSBQaGFybWEgKFB2dCkgTHRk,
pUUIHYABFPy-ZFU4AEid,ASPIRIN GASTRO RESISTANT TABLETS BP 150MG,ECOSPRIN,BANGLADESH,27 Jul 2022,II B,Mega Pharma (Pvt) Ltd,TWVnYSBQaGFybWEgKFB2dCkgTHRk,
pkUIHYABFPy-ZFU4AEid,BENZOYL PEROXIDE 5% ANE GEL 5,ENZOXID,INDIA,26 Dec 2023,II B,Mega Pharma (Pvt) Ltd,TWVnYSBQaGFybWEgKFB2dCkgTHRk,
p0UIHYABFPy-ZFU4AEid,BENZOYL PEROXIDE GEL BP 5%,BENOX 2.5,INDIA,20 Jun 2022,II B,Mega Pharma (Pvt) Ltd,TWVnYSBQaGFybWEgKFB2dCkgTHRk,
qEUIHYABFPy-ZFU4AEid,BENZOYL PEROXIDE GEL BP 5% W/W,BENOX 5 GEL,INDIA,31 Jul 2025,II B,Mega Pharma (Pvt) Ltd,TWVnYSBQaGFybWEgKFB2dCkgTHRk,
qUUIHYABFPy-ZFU4AEid,BETAMETHASONE DIPROPIONATE BP 0.064% AND SALICYLIC ACID USP 3% W/W,BETZE,INDIA,30 Jun 2024,II B,Mega Pharma (Pvt) Ltd,TWVnYSBQaGFybWEgKFB2dCkgTHRk,
qkUIHYABFPy-ZFU4AEid,"CHOLECALCIFEROL CAPSULE 400,000 IU",D 40K,BANGLADESH,29 Apr 2022,II B,Mega Pharma (Pvt) Ltd,TWVnYSBQaGFybWEgKFB2dCkgTHRk,
q0UIHYABFPy-ZFU4AEid,CILNIDIPINE TABLET 10MG,DUOCARD 10,BANGLADESH,26 Dec 2022,II B,Mega Pharma (Pvt) Ltd,TWVnYSBQaGFybWEgKFB2dCkgTHRk,
rEUIHYABFPy-ZFU4AEid,CLINDAMYCIN PHOSPHATE GEL USP 1.0%W/W,ACLIN GEL,INDIA,21 May 2022,II B,Mega Pharma (Pvt) Ltd,TWVnYSBQaGFybWEgKFB2dCkgTHRk,
rUUIHYABFPy-ZFU4AEid,CLOBETASOL PROPIONATE OINTMENT USP 0.05% w/w,CLOBEPRA,INDIA,29 May 2025,II B,Mega Pharma (Pvt) Ltd,TWVnYSBQaGFybWEgKFB2dCkgTHRk,
rkUIHYABFPy-ZFU4AEid,CLOBETASOL PROPIONATE OINTMENT USP 0.05% w/w,QUACE,INDIA,07 Aug 2022,II B,Mega Pharma (Pvt) Ltd,TWVnYSBQaGFybWEgKFB2dCkgTHRk,
r0UIHYABFPy-ZFU4AEid,DESLORATADINE TABLETS 5MG,ORINEX,BANGLADESH,15 Nov 2022,II B,Mega Pharma (Pvt) Ltd,TWVnYSBQaGFybWEgKFB2dCkgTHRk,
sEUIHYABFPy-ZFU4AEid,DOMPERIDONE SUSPENSION 5MG/5ML,DON-A,BANGLADESH,05 Nov 2024,II B,Mega Pharma (Pvt) Ltd,TWVnYSBQaGFybWEgKFB2dCkgTHRk,
sUUIHYABFPy-ZFU4AEid,FINASTERIDE TABLETS USP 1MG,FENADIN,INDIA,21 May 2022,II B,Mega Pharma (Pvt) Ltd,TWVnYSBQaGFybWEgKFB2dCkgTHRk,
skUIHYABFPy-ZFU4AEid,KETOTIFEN SYRUP 1MG/5ml,KEFEN,BANGLADESH,19 Apr 2024,II B,Mega Pharma (Pvt) Ltd,TWVnYSBQaGFybWEgKFB2dCkgTHRk,
s0UIHYABFPy-ZFU4AEid,KETOTIFEN TABLETS 1MG,KEFEN,BANGLADESH,25 Oct 2022,II B,Mega Pharma (Pvt) Ltd,TWVnYSBQaGFybWEgKFB2dCkgTHRk,
tEUIHYABFPy-ZFU4AEid,LEVOTHYROXINE SODIUM TABLETS USP 100MCG,THYROMEGA,BANGLADESH,30 Sep 2024,II B,Mega Pharma (Pvt) Ltd,TWVnYSBQaGFybWEgKFB2dCkgTHRk,
tUUIHYABFPy-ZFU4AEid,LEVOTHYROXINE SODIUM TABLETS USP 50MCG,THYROMEGA,BANGLADESH,01 Oct 2022,II B,Mega Pharma (Pvt) Ltd,TWVnYSBQaGFybWEgKFB2dCkgTHRk,
tkUIHYABFPy-ZFU4AEid,LORATADINE SUSPENSION 5MG/5ML,ORIN,BANGLADESH,30 Nov 2022,II B,Mega Pharma (Pvt) Ltd,TWVnYSBQaGFybWEgKFB2dCkgTHRk,
t0UIHYABFPy-ZFU4AEid,LOSARTAN POTASSIUM TABLETS 50MG,LOSART 50,BANGLADESH,08 Jun 2023,II B,Mega Pharma (Pvt) Ltd,TWVnYSBQaGFybWEgKFB2dCkgTHRk,
uEUIHYABFPy-ZFU4AEid,MEROPENEM FOR INJECTION USP 1G,FULSPEC,BANGLADESH,02 Dec 2022,II B,Mega Pharma (Pvt) Ltd,TWVnYSBQaGFybWEgKFB2dCkgTHRk,
uUUIHYABFPy-ZFU4AEid,MEROPENEM FOR INJECTION USP 500MG,FULSPEC,BANGLADESH,30 Jan 2023,II B,Mega Pharma (Pvt) Ltd,TWVnYSBQaGFybWEgKFB2dCkgTHRk,
ukUIHYABFPy-ZFU4AEid,MINOXIDIL TOPICAL SOLUTION USP 5%,SCINO 5,INDIA,10 Aug 2023,II B,Mega Pharma (Pvt) Ltd,TWVnYSBQaGFybWEgKFB2dCkgTHRk,
